#Open,High,Low,Volume,Close
303.14,307.69,302.37,6070400,607.9
302.89,305.26,300.28,5358900,605.79
301.71,306.98,298.38,6613800,597.66
301,303.29,296.8,6139700,594.43
295.34,298.11,294,4411900,595.96
298,302.18,297.54,3872600,599.62
300.87,304.53,300.31,3655800,608.05
304.31,307.85,303.71,4200600,613.78
306.36,307.22,304.16,3284900,613.3
305.35,306.89,299.18,4832600,603.19
300.77,304.66,298.97,4019600,602.78
299.48,302.92,299.18,3235000,605.6
303.67,306.27,303.34,3749900,609.35
301.83,302.81,297.29,4431300,595.34
296.39,304.14,296.39,4003800,605.89
301.63,307.3,299.23,5374600,611.11
302.28,307.04,299.78,4675000,607.48
305.34,306.94,303.98,3083200,611.98
304.04,306.13,301.26,4214400,603.57
299.27,303.11,299.17,3662400,602.35
301.54,306.35,300.75,4219900,609.44
307.83,313.87,306.82,9706300,627.21
315.73,317.73,309.46,6732700,621.34
311.38,315.03,297.24,11991700,598.76
299.13,306.7,298.88,6173800,612.43
305.57,305.76,296.89,6126600,599.16
299.7,303.66,297.45,6379900,607.79
303.44,304.82,298.32,3796600,602.01
299.38,299.74,293.04,7190500,589.91
296.79,298.45,293.06,5230900,592.71
292.98,294.84,290.68,3827600,586.62
293.26,293.9,288.42,5958800,579.27
284.83,285.26,283.11,6138700,569.42
284.05,289.16,283.94,4883500,577.01
286.65,287.99,282.18,4697200,568.85
287.16,289.9,285.73,4207200,578.98
292.7,292.85,287.55,3530100,576.65
286.85,289.42,286.22,2831300,578.86
291.01,291.57,282.29,5342100,566.94
283.82,284.09,278.25,6472500,563.55
279.81,282.44,278.3,3923000,559.55
279.6,281.48,277.22,4707200,557.52
279.12,281.21,277.5,6024800,562.96
280.26,286.03,278.58,5012400,569.29
285.72,291.05,285.49,4167900,579.94
288.82,288.92,285.68,4710800,575.93
288.84,288.84,280.81,4037600,563.66
282.94,284.67,281.85,4472400,569.92
282.61,282.98,277.63,3174900,559.16
280.33,282.24,278.7,2710500,563.13
282.79,285.92,281.95,3397200,567.74
281.89,282.06,277.56,3856100,562.76
286.41,288.98,285.03,5057800,578.48
289.82,290.41,287.17,3323300,578.88
288.92,293.11,287.92,2387800,586.22
293.28,298.91,293.17,4709200,594.29
295.12,295.65,290.32,4339700,584.38
291.38,293.2,289.54,3443000,584.41
293.99,295.11,288.29,3860500,580.11
287.07,287.85,281.42,7024700,569.63
282.5,284.9,280,4636800,568.92
285.01,288.49,283.21,3966700,574.94
287.11,288.51,284.82,2936100,573.35
288.14,289.25,283.14,3372700,575.15
287.41,290.76,286.99,3107900,579.17
291.98,298.12,291.91,9384300,591.44
303.24,305.33,297.97,12975800,609.15
299.12,308.02,298.01,7150000,613.82
306.35,307.81,301.04,4033800,605.91
303.02,305.54,301.55,3659600,606.33
306.35,307.28,303.88,3382900,611.68
308.29,316.31,307.6,7125900,633.22
316.84,320.1,313.57,4389700,630.57
312.96,317.06,312.94,3745100,631.24
317.46,318.56,314.51,3702900,630.95
311.59,317.82,310.54,3970100,627.03
318.81,320.66,316.88,3808300,639.57
318.61,323.48,318.42,3578000,641.06
319.7,320.93,317.05,3978300,638.79
318.33,321.73,318.06,2654200,640.47
321.05,321.98,319.56,2148500,640.59
318.1,319.92,316.88,2879800,640.24
322.5,328.84,322.13,6560200,658.2
328.39,335.17,328.27,7350800,666.83
333.89,335.87,330.81,4839400,665.71
332.51,336.06,332.29,3448200,671.03
335.8,337.36,334.6,4371600,675.29
336.49,338.17,335.07,3529300,673.69
335.3,337.73,329.85,4461000,667.68
332.44,339.03,332.11,3832600,675.33
335.88,338.97,334.25,3581700,674.95
336.54,338.95,335.78,2863800,676.77
330.26,334.75,328.39,5246900,667.39
331.26,337.54,331.13,4132600,675.4
337.42,343.21,336.81,6002900,686.13
340.84,342.41,338.82,3265900,679.81
340.72,343,338.75,4270000,683.21
341,341.22,335.49,3793200,679.18
338.73,341.97,338.3,3429100,678.86
341.7,348.64,341.09,6109700,697.49
348.69,354.8,347.53,6490100,704.22
353.55,355.07,347.89,5139100,698.85
347.68,349.02,344.21,3761500,690.29
343.42,346.16,339.17,5304300,688.99
345.25,353.18,343.98,5337900,704.11
353.48,355.17,352.18,5256500,707.74
352.73,355.11,351.18,3027800,708.04
352.57,357.99,352.07,4149000,716.31
357.41,362.92,356.87,6219700,725.51
360.88,364.32,359.26,5836500,726.13
364.74,366.09,363.7,12765800,731.98
364.14,373.62,363.76,7154200,747.33
375.12,381.02,372.43,12162400,747.11
373.52,379.2,369.12,11388200,751.4
378.56,380,374.42,7891600,754.43
375.67,378.23,374.17,5587700,752.43
378.11,381.07,376.69,6359700,759.69
381.17,381.56,373.73,5601200,754.92
376.45,380.53,374.7,4433100,760.41
379.95,383.51,378.28,4926700,765.95
383.92,385.74,381.08,5492200,765.55
379.08,380.36,375.67,3931800,755.77
378.42,379.24,369.88,6028900,742.05
369.54,372.37,367.77,4095000,742.52
375.04,377.83,373.74,4785600,749.42
374.52,376.03,370.66,4826400,742.71
369.58,370.53,363.99,6060700,738.95
368.68,372.1,366.85,4131800,742.66
370.59,376.76,368.75,4602900,753.42
376.36,378.29,336.74,24977900,693.1
351.47,352.03,334.75,23050400,679.92
339.23,341.04,333.6,8141500,676.81
334.75,342.38,334.75,5855000,678.49
342.12,342.22,336.37,5011600,675.45
338.73,339.73,335.5,4820100,675.9
336.99,340.24,334.35,3916200,673.3
338.66,339.23,336.24,3085400,678.44
338.48,344.16,338.09,4115500,685.71
346.1,346.48,342.4,4666100,686.04
340.97,342.15,336.52,3283900,681.09
341.46,341.97,337.51,3177300,679.85
336.24,337.85,332,4481200,665.29
333.85,334.49,324.4,5213300,650.5
326.1,332.92,323.94,6251500,661.21
330.64,333.65,329.2,2822300,664.08
330.26,332.55,327.89,3200200,657.25
329.1,329.85,324.04,3349200,650.76
323.79,328.77,320.75,3711500,645.49
321.79,325.29,316.81,6902000,645.41
326.63,333.21,326.54,4754100,666.38
333.5,337.73,331.04,4192900,668.14
333.25,333.65,328.97,4240200,664.05
333.73,333.75,331.81,1851800,666.14
331.98,332.25,328.28,4425700,659.34
328.85,336.24,327.77,5036100,668.87
332.76,341.18,330.71,6106700,681.8
342.61,345.65,339.73,5573700,690
344.36,348.3,341.56,6350800,696.46
349.81,351.63,345.76,4401300,693.35
346.2,346.46,341.57,3998200,689.14
344.78,345.95,339.89,3738700,685.94
342.51,346.51,340.98,2935500,689.24
346.2,347.14,339.94,3852900,682.34
341.42,344.53,340.62,2743600,683.54
343.71,349.65,342.58,5395200,694.97
348.31,350.44,345.45,4870100,695.65
356.62,356.9,348.47,6915500,700.78
348.28,352.59,347.91,4276100,700.04
351.43,359.61,350.7,6093400,718.81
356.96,363.19,356.19,6032300,719.1
359.01,360.15,357,3851500,718.14
360.28,360.97,357.15,3326400,720.38
355.65,358.07,353.93,7078300,713.67
355.92,356.25,352.41,1688000,707.56
352.71,355.11,349.89,2373500,706.93
352.25,353.1,348,3307000,704.36
349.53,352.14,348.7,2814500,698.09
348.69,353.96,346.7,4009600,705.44
358.37,362.14,356.94,5101500,721.27
361.11,364.6,359.01,4653700,721.69
363.31,369.35,362.48,5547600,735.95
366.35,368.31,363.93,3323800,732.74
366.4,366.78,360.86,3364700,731.29
364.77,367.8,362.94,4064500,736.1
370.03,371.11,365.38,3685000,739.45
369.61,369.83,366.78,2579900,737.96
367.12,369.71,359.83,5749200,721.27
358.32,366.13,354.72,7884700,722.95
359.85,360.82,355.5,4061900,713.23
357.51,358.48,354.18,4439500,709.37
353.85,355.05,349.36,6477700,702.58
351.01,351.35,346.46,7613100,700.95
366.62,373.1,366.52,11862400,739.47
369.24,377,368.87,6790600,752.15
373.98,377.82,373.72,4468400,751.61
374.48,376.39,372.55,3266300,748.67
371.98,377.06,371.88,3507200,751.62
375.46,379.05,375.05,3478900,751.77
373.85,377.4,373.72,3280500,753.62
377.68,386.85,377.63,7520100,773.48
382.41,383.8,377.72,6103700,756.94
379.14,384.12,378.32,3755300,763.64
378.12,385.04,377.83,4171700,768.06
383.41,387.95,381.32,5701600,771.83
388.61,391.87,388.32,6062700,783.22
387.75,390.04,385.43,4351800,780.28
389.42,392.48,388.23,3731900,778.56
388.61,391.21,388.53,2405200,780.72
388.41,392.9,387.43,3483500,785.66
392.23,395.15,392.07,5480000,790.72
396.51,401.99,396.16,5885500,804.64
401.15,402.97,394.42,5549000,790.29
397.51,401.22,394.13,7039000,793.35
398.14,399.13,395.42,4123100,797.52
399.65,402.7,393.77,4625000,788.6
396.02,396.49,390.74,4421500,787.97
395.92,400.87,394.08,4067300,797.59
399.05,401.99,399.02,4548500,799.01
397.41,402.06,396.59,4367000,803.98
401.15,409.88,401,5571900,819.25
412.92,418.51,412.9,8118400,836.3
418.94,420.42,412.86,5767400,829.1
415.47,416.75,413.24,4120700,830.32
415.69,415.9,410.98,5845600,829.24
414.29,418.28,414.2,3201200,832.53
413.8,414.39,410.3,4031600,825.34
412.4,413.79,409.62,3294800,823.05
411.95,411.95,407.17,3314700,819.29
407.72,408.62,405.15,6222500,812.07
401,404.86,399.24,3690300,805.58
404.11,408.1,401.72,4212000,809.1
406.89,407.23,404.2,2938500,812.48
404.13,406.93,403.41,2966200,809.04
405.85,406.1,403.31,2987400,808.09
404.69,408.09,401.9,3436800,807.42
405.23,405.48,402.39,2392600,810.2
401.83,401.99,399.17,4342500,800.46
400.49,401.18,395.17,4592600,792.02
396.02,399.63,395.14,3628100,799
400.77,405.89,400.5,4098200,810.81
405.21,405.58,398.84,3489900,803.99
400.62,401.37,394.17,4913400,792.89
391.56,392.03,386.75,6893400,780.91
387.92,388.32,382.77,5685300,772.73
386.3,390.41,385.11,4330700,775.52
390,394.7,386.55,3971900,788.02
394.96,395.07,390.57,4072500,788.23
394.52,394.57,390,3285500,787.89
391.51,397.01,387.06,4924500,779.79
391.83,396.51,390.5,3496900,791.2
391.91,393.94,387.6,4089100,780.42
391.21,391.43,379.21,6669800,763.81
383.14,400.22,381.7,11649800,797.68
398.81,400.48,386.05,5788300,797.92
399,406.23,398.69,4601600,805.69
402.55,407.47,402.49,3671800,811.22
406.6,406.71,402.31,3999200,806.88
402.29,402.36,396.8,4993900,799.23
400.13,409.81,400,4618800,816.82
407.97,412.27,407.31,4630600,822.31
410.09,410.82,406.66,2920800,818.18
408.52,415.72,408,4051600,827.34
416.92,421.82,416.44,5044000,843.4
422.55,429.32,422.55,4298500,859.19
429.89,430.32,423.75,3932600,854.88
426.9,435.31,424.86,4955000,871.24
433.79,438.19,432.49,4417600,869.09
436.02,438.63,434.45,3809500,877.82
437.8,439.59,435.06,2907700,875.13
437.11,442.69,436.93,3170300,884.67
446.08,456.48,445.34,8001600,913.38
457.78,458.27,449.32,6443200,901.4
453.31,455.04,448.58,5604800,906.69
450.81,458.58,450.81,4562300,906.04
452.31,454.13,447.13,3980700,904.49
449.59,452.96,441.78,5140300,886.98
436.86,443.32,435.37,4567200,880.37
436,437.77,433.88,4610700,870.93
440.1,444.4,438.56,4531900,878.86
436.22,437.36,430.53,4041800,865.93
433.34,437.81,431.59,4257200,868.38
432.44,436.86,432.14,3953500,868.83
434.87,435.35,425.91,4969900,865.25
432.3,433.67,425.44,3751100,856.75
429.64,433.1,426.96,4229300,857.35
430.54,431.55,422.03,5177400,862.27
433.58,438.36,431.04,5369200,877.32
439.4,443.84,438.4,4693000,887.78
440.33,441.84,438.12,3528300,877.4
441.08,441.35,433.2,4426100,869.59
432.87,438.19,431.13,4155200,874.6
438.41,440.7,435.43,4506700,872.64
437.97,443.05,437.5,4308500,883.82
442.67,448.82,442.52,4350000,898.15
449,453.72,447.07,5853600,898.21
445.33,448.82,440.01,6769200,882.32
442.51,443.28,434.9,7994300,878.52
434.31,436.52,430.01,6056300,867.41
436.99,438.2,430.64,5125500,863.83
435.24,437.36,433.66,3676400,871.26
437.76,440.69,436.69,3867300,874.67
435.82,439.27,435.46,4716100,877.96
441.57,444.37,440.85,3462400,885.45
443.44,443.84,437,3797000,879.89
438.31,442.92,437.61,2101700,884
443.34,446.03,442.01,3416500,891.04
447.93,451.44,446.87,3953700,902.61
453.8,454.77,447.31,3973500,902.76
450.04,453.87,448.51,3429500,903.51
454.8,458.69,452.56,5187700,917.72
458.28,459.78,455.91,5155600,920.47
460.42,462.27,456.47,3935600,922.16
461.83,462.25,455.24,3980700,917.09
458.78,461.7,456.44,3023400,916.04
457.78,458.28,449.91,7296100,908.19
441.65,449.79,436.17,14773700,894.15
449.32,454.63,446.83,5828100,908.21
453.65,454.8,448.11,4106600,901.33
451.94,453.45,448.67,4172500,900.43
445.27,446.75,441.39,6024600,885.27
441.84,443.33,439.35,3568600,882.93
440.8,445.74,438.8,3797800,879.85
441.08,446.13,438.79,3524300,888.48
444.83,446.58,441.44,4363200,885.32
445.83,450.59,445.83,4292700,901.74
450.03,451.81,448.73,3440600,904.09
451,451.07,447.92,2629100,902.52
450.66,453.16,446.19,3023400,894.12
445.85,447.55,442.88,2768600,888.21
446.07,446.25,440.99,2987000,890.22
443.62,446.09,443.34,2657200,887.97
441.79,441.84,439.18,2764200,883.09
441.76,442.59,436.46,2850200,878.84
437.54,438.47,431.96,4179900,867.43
430.61,430.85,427.4,3752300,857.31
429.03,429.61,426.67,3362700,854.56
427.25,434.37,427.12,3635300,863.28
432.55,434.43,430.16,2475100,863.05
433.7,436.82,431.63,3527700,866.95
434.72,435.74,433.5,1746200,871.32
437.28,437.36,433.25,2162200,867.83
433.38,435.82,431.41,2112800,864.02
428.2,430.25,422.37,3481100,847.82
423.54,426.11,422.3,2669700,846.23
422.95,428.58,422.71,2968000,853.09
426.28,427.42,421.2,3737100,844.58
425.58,431.48,425.38,4110400,858.02
428.57,435.12,425.99,4097600,869.24
435.12,438.3,434.18,2592100,877.15
439.57,440.24,435.24,3134800,877.17
440.21,443.21,439.56,2478300,885.62
443.35,444.33,440.35,2584700,886.24
442.61,446.81,441.39,3233200,893.74
447.02,447.27,443.34,2199100,890.61
445.58,446.17,440.77,2660600,886.64
446.43,446.83,440.78,2682900,885.33
442.05,442.54,438.86,2528200,883.68
441.52,450.3,439.89,3883800,900.85
451.3,451.3,446.03,3207600,895.93
447.52,450.38,446.14,8723000,900.64
446.4,449.11,440.95,3568000,884.07
441.59,443.39,439.05,2984600,884.41
441.62,441.62,436.17,3310200,874.83
437.51,439.73,435.87,2529200,875.77
435.78,437.12,434.03,2527000,873.99
432.92,438.78,432.53,3457600,873.51
438.48,442.18,438.38,3382100,884.57
439.72,443.02,437.27,3001700,885.56
442.34,445.38,434.42,4249800,873.69
435.87,437.12,433.38,2726100,869.96
432.11,435.36,430.44,2596800,863.37
431.04,431.37,424.22,3901800,851.33
426.54,429.71,419.92,5322400,853.52
430.31,432.79,428.5,4527400,865.86
431.4,435.11,431.03,2828300,869.6
431.71,436.49,431.08,2496400,873.71
436.24,441.16,435.37,3195600,879.6
441.28,447.49,440.35,4030200,895.57
444.83,446.78,441.21,8545000,886.36
486.47,505.83,485.18,23219400,1008.64
503.84,507.6,497.91,7283700,1000.55
500.62,504.61,496.04,4433700,1004.24
498.63,515.44,498.45,5346300,1028.59
514.01,518.34,510.49,4199700,1022.74
512.49,512.49,503.48,4076100,1012.42
505.7,509.8,504.6,2326000,1012.22
507.65,516.53,504.86,3222000,1033.4
516.78,516.82,511.08,2658000,1027.6
512.54,518.82,510.07,3292200,1027.76
513.97,516.07,510.64,2576100,1024.23
513.82,514.26,509.11,2286000,1023.3
508.27,513.9,506.81,2371500,1018.72
510.89,511.58,505.79,1832600,1019.95
509.4,510.05,501.94,3371700,1005.19
502.49,507.35,502.37,2591100,1013.25
502.87,506.07,502.12,2233500,1007.82
501.97,506.88,500.62,2445200,1009.01
501.5,514.5,501.37,3170500,1029.64
515.03,517.93,513.25,2342100,1032.4
515.5,517.06,513.23,2562100,1030.73
515.94,522.41,512.7,3532500,1028.73
513.93,515.44,509.61,2271600,1022.39
513.05,514.75,508.27,1934500,1019.51
511.58,517.22,511.08,2191700,1031.24
514.78,516.15,512.69,2517700,1029.06
516.64,524.63,515.58,3238000,1043.07
522.34,528.77,519.52,4589600,1055.51
529.03,532.01,528.02,2255500,1060.2
529.1,531.32,527.75,2394400,1056.69
529.77,531.18,523.42,2756600,1051.59
523.51,529.73,522.55,3364700,1050.38
523.72,530,523.04,2392000,1055.28
526.63,527.85,523.58,2275800,1054.45
532.9,533,528.06,2868200,1066.94
533.5,539.13,532.02,2976200,1075.19
536.07,544.12,535.82,3721600,1081.69
541.67,543.62,535.58,3436400,1074.34
537.77,539.45,532.5,3204800,1067.03
535.69,536.14,526.97,4340900,1057.89
530.01,535.34,529.02,3216000,1070.04
534.41,538.36,532.2,3082800,1066.93
533.92,540.45,527.54,4437100,1081.78
538.37,543.96,537.53,3343800,1083.25
542.12,548.53,541.97,6547600,1097.61
551.85,555.82,550.5,3456000,1112.05
555.4,555.54,551.98,1473800,1108.8
554.92,557.41,552.27,2685500,1114.4
557.91,558.05,554.39,3151100,1115.34
558.08,558.16,552.44,2481300,1106.42
554.04,558.41,551.06,2725900,1117.64
555.65,556.79,552.06,3656400,1110.07
555.42,556.38,550.4,3345800,1101.97
554.43,557.34,551.15,3551800,1114.26
560.4,567.72,558.49,5124300,1135.74
570.86,571.52,564.53,4501700,1138.11
569.59,569.97,560.68,4184500,1127.15
567.41,567.41,559.03,4302900,1127.09
561.13,571.31,556.5,4855800,1119.91
566.85,573.35,561.94,4983700,1146.25
574.34,575.34,569.76,3915000,1145.48
572.4,576.8,571.86,3380300,1153.05
576.27,578.15,569.96,5422800,1147.38
578.3,579.83,573.5,3974500,1160.51
581.13,581.76,577.27,3154500,1161.83
577.83,579.07,575.03,3912700,1156.92
573.36,574.62,559.4,7814000,1120.75
560.95,561.15,539.11,8739800,1098.21
553.09,560.77,552.9,4436900,1119.94
557.47,558.78,547.66,4777500,1103.89
570.36,574.09,561.52,10220800,1132.28
583.49,591.05,573.42,11174200,1177.74
587.4,588.65,563.89,9172400,1130.33
566.87,575.34,566.38,5644800,1135.04
569.56,573.24,561.9,4806800,1140.07
573.42,577.91,571.63,3907600,1156.78
581.63,586.75,578.11,5292000,1174.22
583.71,588.99,582.33,3904800,1169.72
587.88,593.71,583.92,4116900,1186.92
592.28,592.78,588.48,3461800,1183.44
588.17,597.71,587.63,3686400,1196.61
595.57,599.95,594.17,4389700,1199.51
598.46,604.17,597.76,4233500,1207.56
600.4,602.35,596.51,4222900,1199.05
599.32,601.19,597.87,3414300,1200.81
601.65,602.68,599.17,3738500,1200.49
600.43,607.8,600.3,3361100,1209.19
605.7,609.96,602.95,2888100,1216.66
609.71,612.15,604.61,3979100,1216.83
606.92,609.83,606.23,2529400,1215.87
607.89,609.81,600.86,4644500,1212.32
601.12,601.66,593.84,4225300,1199.4
605.23,605.73,602.49,2946300,1211.58
605.26,609.26,603.44,2479700,1214.92
608.86,610.79,607.02,2545600,1216.27
611.11,611.2,603.46,3041500,1211.46
605.58,606.55,599.8,2438200,1208.25
604.62,604.89,596.09,3438800,1196.7
595.97,601.67,589.88,3943200,1203.99
601.72,602.99,590.17,4708600,1185.8
588.79,593.21,584.08,4604900,1169.59
587.42,596.3,586.86,4340300,1188.84
595.1,603.5,594.3,3643500,1207.94
603.64,603.73,594.97,3237800,1195.97
597.73,602.55,595.45,3381900,1193.88
600.9,602.56,589.02,6441000,1179.8
589.88,590.24,570.84,6096800,1154.76
580.82,582.74,571.36,4838400,1155.55
578.84,583.6,563.64,5179200,1128.87
566.44,566.44,551.41,13100,556.93
559.66,564.88,557.14,41200,558.46
565.34,565.45,555.41,10800,555.45
557.18,566.89,557.18,7900,565.61
598.35,603.17,560.65,147100,565.45
568.29,585.67,562.59,5099100,568.18
573.08,576.19,541.51,6369300,541.65
539.26,546.98,525.71,4401600,536.68
541.11,553.48,540.13,3151200,553.38
558.09,563.82,551.44,3330800,562.6
563.45,563.45,538.42,4036800,539.47
531.09,538.52,525.09,3924800,529.15
536.78,542.61,528.11,2575000,531.06
535.35,536.98,517.04,3855000,534.97
541.51,555.47,538.52,4893200,555.02
547.31,548,529.7,6809500,534.63
534.63,535.23,524.16,2566700,527.17
527.19,535.76,526.07,2365300,533.35
532.33,532.41,524.81,2052300,525.5
528.62,530.19,520.69,1883100,523.72
521.08,523.26,514.01,2100300,514.77
515.76,517.18,501.42,3335500,515.73
515.48,528.01,514.91,2699000,526.26
526.16,526.55,521.09,1751100,525.22
525.67,531.47,522.45,1905500,529.9
532.3,532.54,524.17,1688500,526.48
523.38,527.45,519.89,1024100,526.36
523.79,525.37,513.65,1689000,513.73
514.38,515.27,501.92,3224300,508.56
507.07,515.81,505.06,2021300,509.6
509.35,518.48,502.82,2439400,517.31
522.08,528.74,517.59,1912500,528.47
529.44,534.6,528.06,1653400,531.63
531.54,531.54,523.85,1191700,525.21
524.26,524.43,516,1704300,518.56
519.96,520.37,514.03,1485200,519.2
518.28,528.33,516.17,1277700,527.41
528.29,534.76,524.86,1784700,528.32
531.44,537.71,530.45,1196200,537.46
539.65,546.1,539.3,1615800,543.57
545.76,552.12,542.21,1932100,551.19
554.48,564.45,552.83,2104100,564.4
563.02,566.29,559.46,1652000,560.14
561.81,562.46,557.18,1354100,558.55
559.26,559.81,554.39,1771100,558.36
559.16,559.36,544.24,1435000,552.41
549.48,550.83,541.06,1866600,543.45
540.02,547.11,537.27,1816400,543.17
544.9,553.43,542.96,1689100,552.38
556.53,556.53,547.43,1736700,554.81
555.62,561.36,554.52,1467500,560.58
558.98,562.06,556.37,1351700,559.02
556.47,558.35,553.5,1100100,557.31
555.77,556.46,546.96,1458400,549.84
550.75,550.79,544.07,1220500,550.25
547.76,548.12,540.04,1702500,542.79
542.71,543.83,537.85,1444500,541.52
543.37,552.04,542.51,1741700,551.85
552.72,553.48,547.01,2456800,553.38
555.33,556.05,548.89,4508300,554.84
553.63,563.45,552.73,1536800,563.4
563.64,571.08,559.47,2207100,563.07
563.71,578.37,563.67,1969300,577.07
579.41,580.86,570.28,1741900,574.42
575.6,578.28,572.23,2236900,575.66
577.08,577.98,573.18,1313700,573.7
576.74,582.8,575.07,1447900,581.07
581.75,583.84,578.8,1056300,580.74
581.75,583.41,579.33,714100,583.13
582.16,584.82,578,1064600,580.66
576.08,577.94,564.58,1909500,569.53
570.02,575.14,567.82,1116700,574.5
564.36,575.01,563.46,1356700,569.54
570.34,579.26,569.86,1621700,577.59
581,583.61,576.45,1854000,583.27
584.14,584.2,574.98,1623000,583.18
586.39,586.79,580.61,1397100,581.06
577.94,579.4,567.05,3016500,572.16
591.38,595.17,580.41,4014100,593.45
590.13,592.77,583.63,2062100,587.86
589.1,598.01,588.98,1699100,593.11
591.61,596.21,590.88,1233100,594.35
594.82,597.86,590.15,1035100,591.73
588.78,590.24,585.42,932400,587.41
586.46,590.88,583.15,986800,588.98
587.14,588.09,581.92,1349800,584.01
584.94,587.89,582.4,1016400,585.81
579.01,582.05,568.44,2102700,570.03
568.84,574.38,561.31,1955200,564.52
567.48,573.77,562.56,1427300,571.58
568.49,570.41,561.07,1551200,563.52
560.24,569.14,558.47,1334300,564.82
566.44,568.33,559.56,1110900,561.82
562.02,568.69,558.82,1494700,567.21
568.43,568.93,564.45,1214700,566.33
562.97,564.35,559.34,1542000,561.19
565.76,573.43,564.2,1439200,573.21
574.6,576.32,569.32,985400,573.08
576.28,577.79,568.96,1519100,571.91
574.53,582.91,574.42,1284100,580.57
583.4,585.73,582.4,978600,585.25
584.28,585.09,580.97,1036700,582.89
582.22,582.9,579.55,914800,581.77
581.99,583.63,579.05,789000,580.96
583.12,583.4,577.41,1361400,578.61
579.67,580.21,575,1639600,576.28
575.69,576.91,568.54,1703300,569.44
568,571.68,565.55,1292900,567.64
569.77,570.47,565.52,1083700,570.03
570.28,576.25,569.63,1578400,575.75
578.41,581.39,573.43,1215100,576.36
578.41,584.4,577.63,1458100,580.39
582.38,584.94,580.36,1632300,584.48
584.99,590.15,584.69,1431000,588.11
587.29,587.39,578.41,1287200,579.42
579.91,581.9,575.36,977300,581.5
578.77,580.22,574.68,1221000,579.76
579.41,580.05,572.89,1601600,574.04
571.37,573.38,566.65,1597500,571.53
571.19,579.91,571.09,1480300,578.36
578.42,585.91,577.19,1692800,583.17
585.39,587.93,583.4,1444500,587.66
589.88,594.85,587.89,3736600,594.45
592.19,592.32,581.86,1689500,585.76
585.24,585.24,579.41,1471400,579.54
579.87,588.02,578.93,1728100,586.38
585.94,586.37,572.61,1925900,573.49
574.48,577.66,573.09,1443600,575.52
570.18,576.61,569.61,1282400,574.78
575.35,578.26,571.28,1621700,575.78
574.43,576,565.46,1445400,566.71
565.76,570.34,561.78,1178400,568.52
571.48,575.64,570.93,1141700,573.7
577.22,579.41,572.87,1214600,575.77
572.83,573.69,562.2,1911300,562.2
564.02,572.31,555.96,1990800,570.93
569.62,569.93,557.53,2524800,559.34
