#Open,Low,Volume,High
355.92,352.41,1688000,356.25
352.71,349.89,2373500,355.11
352.25,348,3307000,353.1
349.53,348.7,2814500,352.14
348.69,346.7,4009600,353.96
358.37,356.94,5101500,362.14
361.11,359.01,4653700,364.6
363.31,362.48,5547600,369.35
366.35,363.93,3323800,368.31
366.4,360.86,3364700,366.78
364.77,362.94,4064500,367.8
370.03,365.38,3685000,371.11
369.61,366.78,2579900,369.83
367.12,359.83,5749200,369.71
358.32,354.72,7884700,366.13
359.85,355.5,4061900,360.82
357.51,354.18,4439500,358.48
353.85,349.36,6477700,355.05
351.01,346.46,7613100,351.35
366.62,366.52,11862400,373.1
369.24,368.87,6790600,377
373.98,373.72,4468400,377.82
374.48,372.55,3266300,376.39
371.98,371.88,3507200,377.06
375.46,375.05,3478900,379.05
373.85,373.72,3280500,377.4
377.68,377.63,7520100,386.85
382.41,377.72,6103700,383.8
379.14,378.32,3755300,384.12
378.12,377.83,4171700,385.04
383.41,381.32,5701600,387.95
388.61,388.32,6062700,391.87
387.75,385.43,4351800,390.04
389.42,388.23,3731900,392.48
388.61,388.53,2405200,391.21
388.41,387.43,3483500,392.9
392.23,392.07,5480000,395.15
396.51,396.16,5885500,401.99
401.15,394.42,5549000,402.97
397.51,394.13,7039000,401.22
398.14,395.42,4123100,399.13
399.65,393.77,4625000,402.7
396.02,390.74,4421500,396.49
395.92,394.08,4067300,400.87
399.05,399.02,4548500,401.99
397.41,396.59,4367000,402.06
401.15,401,5571900,409.88
412.92,412.9,8118400,418.51
418.94,412.86,5767400,420.42
415.47,413.24,4120700,416.75
415.69,410.98,5845600,415.9
414.29,414.2,3201200,418.28
413.8,410.3,4031600,414.39
412.4,409.62,3294800,413.79
411.95,407.17,3314700,411.95
407.72,405.15,6222500,408.62
401,399.24,3690300,404.86
404.11,401.72,4212000,408.1
406.89,404.2,2938500,407.23
404.13,403.41,2966200,406.93
405.85,403.31,2987400,406.1
404.69,401.9,3436800,408.09
405.23,402.39,2392600,405.48
401.83,399.17,4342500,401.99
400.49,395.17,4592600,401.18
396.02,395.14,3628100,399.63
400.77,400.5,4098200,405.89
405.21,398.84,3489900,405.58
400.62,394.17,4913400,401.37
391.56,386.75,6893400,392.03
387.92,382.77,5685300,388.32
386.3,385.11,4330700,390.41
390,386.55,3971900,394.7
394.96,390.57,4072500,395.07
394.52,390,3285500,394.57
391.51,387.06,4924500,397.01
391.83,390.5,3496900,396.51
391.91,387.6,4089100,393.94
391.21,379.21,6669800,391.43
383.14,381.7,11649800,400.22
398.81,386.05,5788300,400.48
399,398.69,4601600,406.23
402.55,402.49,3671800,407.47
406.6,402.31,3999200,406.71
402.29,396.8,4993900,402.36
400.13,400,4618800,409.81
407.97,407.31,4630600,412.27
410.09,406.66,2920800,410.82
408.52,408,4051600,415.72
416.92,416.44,5044000,421.82
422.55,422.55,4298500,429.32
429.89,423.75,3932600,430.32
426.9,424.86,4955000,435.31
433.79,432.49,4417600,438.19
436.02,434.45,3809500,438.63
437.8,435.06,2907700,439.59
437.11,436.93,3170300,442.69
446.08,445.34,8001600,456.48
457.78,449.32,6443200,458.27
453.31,448.58,5604800,455.04
450.81,450.81,4562300,458.58
452.31,447.13,3980700,454.13
449.59,441.78,5140300,452.96
436.86,435.37,4567200,443.32
436,433.88,4610700,437.77
440.1,438.56,4531900,444.4
436.22,430.53,4041800,437.36
433.34,431.59,4257200,437.81
432.44,432.14,3953500,436.86
434.87,425.91,4969900,435.35
432.3,425.44,3751100,433.67
429.64,426.96,4229300,433.1
430.54,422.03,5177400,431.55
433.58,431.04,5369200,438.36
439.4,438.4,4693000,443.84
440.33,438.12,3528300,441.84
441.08,433.2,4426100,441.35
432.87,431.13,4155200,438.19
438.41,435.43,4506700,440.7
437.97,437.5,4308500,443.05
442.67,442.52,4350000,448.82
449,447.07,5853600,453.72
445.33,440.01,6769200,448.82
442.51,434.9,7994300,443.28
434.31,430.01,6056300,436.52
436.99,430.64,5125500,438.2
435.24,433.66,3676400,437.36
437.76,436.69,3867300,440.69
435.82,435.46,4716100,439.27
441.57,440.85,3462400,444.37
443.44,437,3797000,443.84
438.31,437.61,2101700,442.92
443.34,442.01,3416500,446.03
447.93,446.87,3953700,451.44
453.8,447.31,3973500,454.77
450.04,448.51,3429500,453.87
454.8,452.56,5187700,458.69
458.28,455.91,5155600,459.78
460.42,456.47,3935600,462.27
461.83,455.24,3980700,462.25
458.78,456.44,3023400,461.7
457.78,449.91,7296100,458.28
441.65,436.17,14773700,449.79
449.32,446.83,5828100,454.63
453.65,448.11,4106600,454.8
451.94,448.67,4172500,453.45
445.27,441.39,6024600,446.75
441.84,439.35,3568600,443.33
440.8,438.8,3797800,445.74
441.08,438.79,3524300,446.13
444.83,441.44,4363200,446.58
445.83,445.83,4292700,450.59
450.03,448.73,3440600,451.81
451,447.92,2629100,451.07
450.66,446.19,3023400,453.16
445.85,442.88,2768600,447.55
446.07,440.99,2987000,446.25
443.62,443.34,2657200,446.09
441.79,439.18,2764200,441.84
441.76,436.46,2850200,442.59
437.54,431.96,4179900,438.47
430.61,427.4,3752300,430.85
429.03,426.67,3362700,429.61
427.25,427.12,3635300,434.37
432.55,430.16,2475100,434.43
433.7,431.63,3527700,436.82
434.72,433.5,1746200,435.74
437.28,433.25,2162200,437.36
433.38,431.41,2112800,435.82
428.2,422.37,3481100,430.25
423.54,422.3,2669700,426.11
422.95,422.71,2968000,428.58
426.28,421.2,3737100,427.42
425.58,425.38,4110400,431.48
428.57,425.99,4097600,435.12
435.12,434.18,2592100,438.3
439.57,435.24,3134800,440.24
440.21,439.56,2478300,443.21
443.35,440.35,2584700,444.33
442.61,441.39,3233200,446.81
447.02,443.34,2199100,447.27
445.58,440.77,2660600,446.17
446.43,440.78,2682900,446.83
442.05,438.86,2528200,442.54
441.52,439.89,3883800,450.3
451.3,446.03,3207600,451.3
447.52,446.14,8723000,450.38
446.4,440.95,3568000,449.11
441.59,439.05,2984600,443.39
441.62,436.17,3310200,441.62
437.51,435.87,2529200,439.73
435.78,434.03,2527000,437.12
432.92,432.53,3457600,438.78
438.48,438.38,3382100,442.18
439.72,437.27,3001700,443.02
442.34,434.42,4249800,445.38
435.87,433.38,2726100,437.12
432.11,430.44,2596800,435.36
431.04,424.22,3901800,431.37
426.54,419.92,5322400,429.71
430.31,428.5,4527400,432.79
431.4,431.03,2828300,435.11
431.71,431.08,2496400,436.49
436.24,435.37,3195600,441.16
441.28,440.35,4030200,447.49
444.83,441.21,8545000,446.78
486.47,485.18,23219400,505.83
503.84,497.91,7283700,507.6
500.62,496.04,4433700,504.61
498.63,498.45,5346300,515.44
514.01,510.49,4199700,518.34
512.49,503.48,4076100,512.49
505.7,504.6,2326000,509.8
507.65,504.86,3222000,516.53
516.78,511.08,2658000,516.82
512.54,510.07,3292200,518.82
513.97,510.64,2576100,516.07
513.82,509.11,2286000,514.26
508.27,506.81,2371500,513.9
510.89,505.79,1832600,511.58
509.4,501.94,3371700,510.05
502.49,502.37,2591100,507.35
502.87,502.12,2233500,506.07
501.97,500.62,2445200,506.88
501.5,501.37,3170500,514.5
515.03,513.25,2342100,517.93
515.5,513.23,2562100,517.06
515.94,512.7,3532500,522.41
513.93,509.61,2271600,515.44
513.05,508.27,1934500,514.75
511.58,511.08,2191700,517.22
514.78,512.69,2517700,516.15
516.64,515.58,3238000,524.63
522.34,519.52,4589600,528.77
529.03,528.02,2255500,532.01
529.1,527.75,2394400,531.32
529.77,523.42,2756600,531.18
523.51,522.55,3364700,529.73
523.72,523.04,2392000,530
526.63,523.58,2275800,527.85
532.9,528.06,2868200,533
533.5,532.02,2976200,539.13
536.07,535.82,3721600,544.12
541.67,535.58,3436400,543.62
537.77,532.5,3204800,539.45
535.69,526.97,4340900,536.14
530.01,529.02,3216000,535.34
534.41,532.2,3082800,538.36
533.92,527.54,4437100,540.45
538.37,537.53,3343800,543.96
542.12,541.97,6547600,548.53
551.85,550.5,3456000,555.82
555.4,551.98,1473800,555.54
554.92,552.27,2685500,557.41
557.91,554.39,3151100,558.05
558.08,552.44,2481300,558.16
554.04,551.06,2725900,558.41
555.65,552.06,3656400,556.79
555.42,550.4,3345800,556.38
554.43,551.15,3551800,557.34
560.4,558.49,5124300,567.72
570.86,564.53,4501700,571.52
569.59,560.68,4184500,569.97
567.41,559.03,4302900,567.41
561.13,556.5,4855800,571.31
566.85,561.94,4983700,573.35
574.34,569.76,3915000,575.34
572.4,571.86,3380300,576.8
576.27,569.96,5422800,578.15
578.3,573.5,3974500,579.83
581.13,577.27,3154500,581.76
577.83,575.03,3912700,579.07
573.36,559.4,7814000,574.62
560.95,539.11,8739800,561.15
553.09,552.9,4436900,560.77
557.47,547.66,4777500,558.78
570.36,561.52,10220800,574.09
583.49,573.42,11174200,591.05
587.4,563.89,9172400,588.65
566.87,566.38,5644800,575.34
569.56,561.9,4806800,573.24
573.42,571.63,3907600,577.91
581.63,578.11,5292000,586.75
583.71,582.33,3904800,588.99
587.88,583.92,4116900,593.71
592.28,588.48,3461800,592.78
588.17,587.63,3686400,597.71
595.57,594.17,4389700,599.95
598.46,597.76,4233500,604.17
600.4,596.51,4222900,602.35
599.32,597.87,3414300,601.19
601.65,599.17,3738500,602.68
600.43,600.3,3361100,607.8
605.7,602.95,2888100,609.96
609.71,604.61,3979100,612.15
606.92,606.23,2529400,609.83
607.89,600.86,4644500,609.81
601.12,593.84,4225300,601.66
605.23,602.49,2946300,605.73
605.26,603.44,2479700,609.26
608.86,607.02,2545600,610.79
611.11,603.46,3041500,611.2
605.58,599.8,2438200,606.55
604.62,596.09,3438800,604.89
595.97,589.88,3943200,601.67
601.72,590.17,4708600,602.99
588.79,584.08,4604900,593.21
587.42,586.86,4340300,596.3
595.1,594.3,3643500,603.5
603.64,594.97,3237800,603.73
597.73,595.45,3381900,602.55
600.9,589.02,6441000,602.56
589.88,570.84,6096800,590.24
580.82,571.36,4838400,582.74
578.84,563.64,5179200,583.6
566.44,551.41,13100,566.44
559.66,557.14,41200,564.88
565.34,555.41,10800,565.45
557.18,557.18,7900,566.89
598.35,560.65,147100,603.17
568.29,562.59,5099100,585.67
573.08,541.51,6369300,576.19
539.26,525.71,4401600,546.98
541.11,540.13,3151200,553.48
558.09,551.44,3330800,563.82
563.45,538.42,4036800,563.45
531.09,525.09,3924800,538.52
536.78,528.11,2575000,542.61
535.35,517.04,3855000,536.98
541.51,538.52,4893200,555.47
547.31,529.7,6809500,548
534.63,524.16,2566700,535.23
527.19,526.07,2365300,535.76
532.33,524.81,2052300,532.41
528.62,520.69,1883100,530.19
521.08,514.01,2100300,523.26
515.76,501.42,3335500,517.18
515.48,514.91,2699000,528.01
526.16,521.09,1751100,526.55
525.67,522.45,1905500,531.47
532.3,524.17,1688500,532.54
523.38,519.89,1024100,527.45
523.79,513.65,1689000,525.37
514.38,501.92,3224300,515.27
507.07,505.06,2021300,515.81
509.35,502.82,2439400,518.48
522.08,517.59,1912500,528.74
529.44,528.06,1653400,534.6
531.54,523.85,1191700,531.54
524.26,516,1704300,524.43
519.96,514.03,1485200,520.37
518.28,516.17,1277700,528.33
528.29,524.86,1784700,534.76
531.44,530.45,1196200,537.71
539.65,539.3,1615800,546.1
545.76,542.21,1932100,552.12
554.48,552.83,2104100,564.45
563.02,559.46,1652000,566.29
561.81,557.18,1354100,562.46
559.26,554.39,1771100,559.81
559.16,544.24,1435000,559.36
549.48,541.06,1866600,550.83
540.02,537.27,1816400,547.11
544.9,542.96,1689100,553.43
556.53,547.43,1736700,556.53
555.62,554.52,1467500,561.36
558.98,556.37,1351700,562.06
556.47,553.5,1100100,558.35
555.77,546.96,1458400,556.46
550.75,544.07,1220500,550.79
547.76,540.04,1702500,548.12
542.71,537.85,1444500,543.83
543.37,542.51,1741700,552.04
552.72,547.01,2456800,553.48
555.33,548.89,4508300,556.05
553.63,552.73,1536800,563.45
563.64,559.47,2207100,571.08
563.71,563.67,1969300,578.37
579.41,570.28,1741900,580.86
575.6,572.23,2236900,578.28
577.08,573.18,1313700,577.98
576.74,575.07,1447900,582.8
581.75,578.8,1056300,583.84
581.75,579.33,714100,583.41
582.16,578,1064600,584.82
576.08,564.58,1909500,577.94
570.02,567.82,1116700,575.14
564.36,563.46,1356700,575.01
570.34,569.86,1621700,579.26
581,576.45,1854000,583.61
584.14,574.98,1623000,584.2
586.39,580.61,1397100,586.79
577.94,567.05,3016500,579.4
591.38,580.41,4014100,595.17
590.13,583.63,2062100,592.77
589.1,588.98,1699100,598.01
591.61,590.88,1233100,596.21
594.82,590.15,1035100,597.86
588.78,585.42,932400,590.24
586.46,583.15,986800,590.88
587.14,581.92,1349800,588.09
584.94,582.4,1016400,587.89
579.01,568.44,2102700,582.05
568.84,561.31,1955200,574.38
567.48,562.56,1427300,573.77
568.49,561.07,1551200,570.41
560.24,558.47,1334300,569.14
566.44,559.56,1110900,568.33
562.02,558.82,1494700,568.69
568.43,564.45,1214700,568.93
562.97,559.34,1542000,564.35
565.76,564.2,1439200,573.43
574.6,569.32,985400,576.32
576.28,568.96,1519100,577.79
574.53,574.42,1284100,582.91
583.4,582.4,978600,585.73
584.28,580.97,1036700,585.09
582.22,579.55,914800,582.9
581.99,579.05,789000,583.63
583.12,577.41,1361400,583.4
579.67,575,1639600,580.21
575.69,568.54,1703300,576.91
568,565.55,1292900,571.68
569.77,565.52,1083700,570.47
570.28,569.63,1578400,576.25
578.41,573.43,1215100,581.39
578.41,577.63,1458100,584.4
582.38,580.36,1632300,584.94
584.99,584.69,1431000,590.15
587.29,578.41,1287200,587.39
579.91,575.36,977300,581.9
578.77,574.68,1221000,580.22
579.41,572.89,1601600,580.05
571.37,566.65,1597500,573.38
571.19,571.09,1480300,579.91
578.42,577.19,1692800,585.91
585.39,583.4,1444500,587.93
589.88,587.89,3736600,594.85
592.19,581.86,1689500,592.32
585.24,579.41,1471400,585.24
579.87,578.93,1728100,588.02
585.94,572.61,1925900,586.37
574.48,573.09,1443600,577.66
570.18,569.61,1282400,576.61
575.35,571.28,1621700,578.26
574.43,565.46,1445400,576
565.76,561.78,1178400,570.34
571.48,570.93,1141700,575.64
577.22,572.87,1214600,579.41
572.83,562.2,1911300,573.69
564.02,555.96,1990800,572.31
569.62,557.53,2524800,569.93
556.19,542.56,3081900,563.58
543.5,531.64,2581600,548
537.42,531.71,2222500,545.69
529.56,516.88,3719300,531.34
517.58,513.59,3708500,527.98
525.81,507.14,5539300,529.53
508.06,506.71,2607500,520.33
523.75,517.69,2336200,525.35
528.44,527.35,2919200,538.32
537.84,534.38,2348800,545.72
542.87,534.32,1973100,543.39
535.56,535.56,1185300,542.92
541.51,540.14,1270900,547.48
548.49,545.48,1770500,552.67
547.45,542.02,1455600,551.29
557.82,553.23,2035000,558.04
553.98,551.72,1382200,556.37
551.49,547.8,1244200,553.98
555.28,542.56,2032200,555.28
544.01,539.49,1333200,545.39
544.71,537.2,1633700,544.71
539.98,539.54,1134600,548.09
546.99,544.8,965500,550.43
548.88,543.68,1129600,548.95
548.29,541.99,1339300,548.29
545.18,540.67,1289500,545.18
542.09,532.6,1726000,542.3
536.03,532.71,1962600,540.46
533.54,528.63,1392200,536.77
529.8,529.63,1563300,533.64
540.13,535.09,2224200,540.66
536.18,534.15,1706300,541.21
537.52,537.13,1789900,542.49
539.4,535.57,1522900,540.07
539.14,535.13,1148300,540.52
537.42,530.4,2115300,539.93
532.05,528.35,1526600,534.03
529.98,527.81,1277900,534.53
529.71,527.14,1392100,535.87
529.55,522.84,2565600,531.43
525.69,522.36,2329300,529.55
520.71,519.07,1871300,532.73
531.62,524.12,1712200,534.86
526.35,525.66,1610800,532.46
522.08,517.24,1994500,527.05
521.31,511.86,2813400,521.67
510.16,487.66,3964200,511.65
495.64,495.45,2883100,505.61
511.55,503.32,2926700,512.46
510.11,505.52,3690200,516.3
514.67,514.67,2723700,525.02
525.56,524.85,2197600,533.1
529.06,525.58,705900,530.3
527.32,525.87,1040500,532.79
530.73,528.56,2278500,534.01
526.64,525.69,876200,529.7
529.8,524.36,1368200,531.14
527.56,522.67,1447500,529.82
521.83,511.66,2059800,522.89
513.59,499.68,2899900,514.76
505.61,498.28,2065000,505.86
496.63,489.66,3353500,502.1
503.38,493.44,2071300,503.54
493.58,486.23,2326700,494.62
497.47,491.04,2370400,501.6
493.3,491.65,2215500,501.85
504.19,496.4,2715800,504.3
498.64,498.63,2298200,506.8
509.6,504.63,2232000,511.1
505.86,504.81,2268700,517.86
520.05,518.28,2676900,534.86
534.12,531.54,2281700,540.69
537.06,528.22,1543700,537.52
528.52,516.77,1904000,529.25
521.35,508.6,1683800,521.56
509.6,499.83,4186300,509.69
514.45,514.11,5606300,538.39
530.27,517.13,2849800,531.54
526.55,521.83,2038600,531.94
527.79,519.84,1663600,531.21
522.36,520.66,1849700,527.05
526.2,524.97,1763500,535.73
526.55,524.58,1267700,530.54
527.85,525.48,1749800,536.23
533.83,531.92,1377700,536.98
535.78,533.21,1620200,543.33
541.86,541.64,1900300,548.4
545.33,539.61,1616800,548.49
539.92,536.04,1453000,544
536.57,536.54,989100,541.62
541.64,534.33,1444300,542.26
534.58,527.96,1457800,534.97
528.55,526.8,1005000,535.32
534.43,533.98,1825900,544.72
541.72,540.02,2311500,554.62
552.72,551.39,2410100,563.16
559,557.22,2129600,570.58
568.89,564.97,1704700,573.81
570.3,566.45,1876800,575.53
573.45,571.84,1389600,576.33
573.31,565.21,1659100,575.1
565.31,561.99,1062100,568.71
562.71,553.21,1792300,563.3
553.62,549.17,1820700,556.61
551.99,548.95,1389600,554.85
551.98,542.73,1703500,556.87
549.44,544.51,1640900,555.33
550.2,546.5,1805500,552.28
550.99,545.5,2134500,558.25
557.86,554.62,1197200,559.26
560.11,557.52,2616800,560.18
558.9,554.31,1643800,560.82
561.02,559.67,2583200,573.02
568.94,557.21,2152200,570.69
556.06,549.14,1572600,557.37
551.49,546.63,1897400,553.76
550.11,546.67,1287500,551.95
548.49,545.22,1588000,553.19
547.1,538.02,1963000,549.63
539.37,532.39,1716300,539.37
530.76,528.12,1324400,536.94
536.61,534.53,1302800,541.2
536.91,536.91,1178500,542.36
539.55,534.02,1557800,540.47
540.81,535.84,1409400,540.81
536.94,535.84,1645300,542.57
534.78,526.65,2604100,536.1
527.25,521.79,2318800,533.27
528.45,528.16,1299800,534.12
527.21,519.58,2151800,528.39
524.16,523.06,1679200,534.62
536.04,532.21,1844700,537.91
532.94,530.29,1593500,539.6
539.52,538.75,4184800,549.45
564.55,555.72,4932500,569.58
563.39,553.2,2398000,565.95
554.64,550.37,1491000,556.02
550.47,546.91,1698800,553.68
547.87,535.05,2082200,548.59
538.43,532.1,1768200,539.54
538.53,535.06,1308000,544.07
538.21,530.39,1383100,539.74
531.24,521.09,1567000,532.38
523.99,521.75,1546300,533.46
536.65,525,1527600,541.15
538.37,535.4,905300,541.98
531.6,525.26,1634200,533.21
530.56,528.66,1252300,534.32
533.77,532.41,1403900,539
539.18,530.38,1971300,539.27
532.01,528.85,2003400,534.82
533.98,533.04,1966900,540.66
538.49,532.97,1430800,542.92
537.95,535.98,1462700,543.84
540.15,539.51,1176200,544.19
538.12,529.88,2406500,539
532.8,531.71,1525000,540.55
538.01,536.25,1029800,540.61
537.37,531.45,2597400,538.63
536.79,529.76,1904300,536.79
532.93,531.33,1939000,543
539.91,537.11,1714500,543.5
537.76,534.32,1348300,540.59
536.35,532.52,1388200,537.2
533.31,526.24,1520600,534.12
527.56,523.01,1455300,529.2
529.36,529.35,1815000,538.36
538.42,533.02,1217500,538.98
531.6,530.16,955800,533.12
528,524,1632700,528.3
528.4,525.56,1071800,529.64
529.37,525.1,1294200,530.98
531,530.79,1833100,538.15
537.21,533.01,1893500,538.25
539.59,537.53,1250300,543.74
539.64,535.25,1197500,541.5
540,535.66,1286600,540
538.87,535.23,1335700,540.9
537.26,531.35,2109100,537.76
525.01,520.54,1937800,528.61
526.02,520.5,2217200,526.25
524.73,518.23,1961000,525.69
521.08,521.08,1235900,524.65
